-2.727264802026975410e+00,-3.616136249294461535e+00
3.317293074279038301e+00,2.770779980167477952e+00
4.741615263434874272e+00,3.350346578205676273e+00
-4.625220478673535141e+00,-3.735051617135509261e+00
-1.129871650252609827e+00,2.779057755392877027e+00
4.117116699561574222e+00,-2.906358387441910551e+00
-2.644236552162081644e+00,-2.273853540694644071e+00
-1.612109392518351836e+00,-1.356090001859145522e+00
2.704907738632613245e+00,4.978773125299045255e-01
-2.859588932928715632e+00,1.488864418081904173e+00
-1.631946131642106446e+00,-2.188064980716730723e+00
3.060115143863380460e+00,-1.616935710857688946e+00
2.964535781141717230e-01,-2.418328035778182006e+00
2.404441751283881157e+00,-2.025673309941287137e+00
-4.031128402528097787e+00,-2.897207524704695114e+00
2.659921949516708573e+00,6.042732995779958038e-01
1.747202954559848198e+00,2.598680100013566641e+00
3.200819515878518651e+00,2.270561956912597878e-02
-3.134058227486304915e-01,2.249503475663283680e+00
-3.086072088698246674e+00,-2.705392828015796169e+00
-8.605130385353283451e-01,5.658294029531258929e+00
-4.851586644328051534e+00,-3.659033512055928306e+00
2.033115485830931934e+00,-1.389304906641547710e+00
6.527095846471098639e+00,1.419441798937184807e+00
3.199362065850080761e+00,-1.789708216725042877e+00
1.456412087545633227e+00,1.130417000089195767e+00
-1.332162783623499935e+00,-1.047394703808507854e+00
-3.060824635488105017e+00,-2.491613737263534745e+00
3.253727914304644475e+00,3.380276882835965502e+00
1.563107767367245549e+00,3.245164374405981267e+00
-1.848612887182271791e+00,-2.642955410232795899e+00
-2.109457202290866640e+00,2.988945137314437783e+00
-1.364887378163736731e+00,4.862154923960644304e+00
2.176573707605551355e+00,4.452686825092536438e+00
-1.574569672252181363e+00,2.671823492636813846e+00
3.726775348253652975e+00,3.633282352780677016e+00
-1.096831004669989174e+00,5.761078907703185870e+00
1.950418562891591989e+00,-1.782082158514338488e+00
-4.323438792700549094e+00,-3.888012862982653139e+00
3.130612065190701898e+00,2.265154422245902133e+00
-2.734799840022151596e+00,9.484299005540686167e-02
-1.932535999510113678e+00,3.660886612840098309e+00
2.658276075547869155e+00,-2.981221968612667528e+00
1.101336736002487715e+00,-3.944329124778378048e+00
3.856559269631092413e+00,-4.549268658171095936e+00
2.967845294618642882e+00,-2.139787052862319516e+00
-3.192989980430513963e-01,-1.596173341258540379e+00
2.371587986138207427e+00,1.844376551670410480e+00
2.874944782910819008e+00,-2.522781004269353922e+00
1.708945732896215652e+00,3.595890877364134042e-01
1.841109407228649353e-01,2.213158263440759832e-01
-4.250316865587906001e+00,-2.624205535008775847e+00
2.011151864238382991e+00,9.797347030861658368e-01
2.814607112412029988e+00,3.412858057282471158e+00
-1.814843533945611487e+00,-2.028793797271597921e+00
-4.165830013300704238e-01,-1.874772408235568566e+00
-4.551524438150226892e+00,-3.222633799988381398e+00
1.593283686350091433e+00,2.958710785970030344e+00
1.296862379627671480e+00,4.052082558500063048e-01
-2.271475801842068876e-01,-2.159826609398829866e+00
5.576841655894191341e-01,7.046621988795378044e+00
3.037434221594789374e+00,-3.048997761135083806e+00
6.071115217646021911e+00,3.112486160947355973e+00
-2.300333639915278727e+00,1.554385560566093449e+00
-2.107479716631706523e+00,-2.145715706718933191e+00
4.778174022047377179e+00,2.172711492900750496e+00
-3.422413800394486394e+00,-4.013478612059519612e+00
-1.290397184622700033e+00,9.697563620805520479e-01
3.943268995853599357e-02,3.044847750922680785e+00
2.539202253351097838e+00,-2.433809510495968276e+00
4.294856188246929385e-01,-2.220269310916145322e-01
-2.697507092066623979e+00,3.492980592023387842e+00
-4.183182632764074427e+00,5.294795312265543341e-01
2.251311740132897476e+00,1.467752227295775702e+00
2.432812018575973401e+00,6.301726404685585869e-01
-1.499448196942092082e+00,-1.146835399208835149e+00
-8.794424085683982817e-01,-2.222613932646732682e+00
-2.641813991208115109e-01,4.331803643271090465e+00
-6.725820873380092824e-01,-1.874742623175197576e+00
-2.863397694220833678e+00,1.231635056380561144e+00
3.180673218267382474e+00,-1.590768260573224513e+00
-2.618195346491504871e+00,-2.720367276303489845e+00
-4.814402739396323128e+00,-3.077958614263560655e+00
1.001901566411014244e+00,-1.358246541199606749e+00
2.588919702809989953e+00,-2.445397972106705620e+00
1.563066751502385499e+00,-3.999010403141416425e-01
6.886259838775883324e-01,-1.185151687171526635e+00
-9.055280012116166954e-01,3.041724612579574050e+00
-1.222800411568360168e+00,-1.523863376260591318e+00
2.359969096903697494e+00,-4.562612318096033626e+00
2.575958265504985967e+00,-4.694952613314855583e+00
-1.278542769281298952e+00,6.119542145680579637e+00
2.393918261989739449e+00,1.104948561425553422e+00
-4.353101668366375243e+00,-3.025393477839587675e+00
-2.101666458667542425e+00,2.097974791620675017e+00
6.100775994250819956e-01,4.978544993676147890e+00
-5.834411047728766064e+00,-2.824569241939373754e+00
-2.268173385755835714e+00,-1.757149153297539179e+00
-7.513242919935236852e-01,-2.118643324335052647e+00
8.758686937009487750e-01,2.384272049306110475e+00
-2.471403777344870267e+00,3.641089735038620212e+00
2.051836012348714711e+00,-2.698707382096447560e+00
1.772175832978910570e+00,-1.193037827532357653e+00
1.031851494039707440e+00,-1.312243894157012258e+00
3.157500400811894536e+00,-1.633302285372608686e+00
-5.710967795541384007e-01,-1.367670149824613546e-01
2.548872624440350343e-01,-1.185702055090835705e+00
-3.463654415943897114e+00,-2.585747682537298253e+00
-2.029345546973333470e-01,1.334547223290177609e+00
-2.837324531821736606e-01,-1.888359176266732220e+00
2.349957679918136311e+00,-4.701660936869124896e+00
1.308735031997571019e+00,4.465581250090048471e+00
-4.855301752173708518e-01,2.249866932695683275e+00
-6.992355991776140200e-01,-1.517389332046221506e+00
1.241068204620651816e+00,-4.475752120320089844e+00
2.466553065503573006e+00,2.121197596102212479e+00
-4.862973141753812456e+00,1.873990891746082355e+00
1.950857144428814971e+00,3.498957668315574310e+00
-1.661206349872114352e+00,-1.191503363729695675e+00
6.344609650292355241e+00,7.226928848174211772e+00
-3.340605072144665844e+00,2.208258189065213983e+00
1.876661767931636415e+00,-7.706472839780882378e-01
-2.302639434747798752e+00,2.918259165098956220e+00
1.287093452917881686e+00,-1.973869930645812953e+00
-1.896435057396408386e-01,4.324198549187877383e+00
-2.808418934264631517e+00,-2.835455415487894815e+00
-4.137127084757463713e-01,-1.569075487313298156e+00
1.671954762918566040e+00,-2.542889753136378772e+00
-1.363329651391637753e+00,-1.444216875122687593e+00
2.857279157812748327e+00,4.328995417567680803e+00
